Seconds,Alpha,Red,Green,Blue
5488,24,71,215,383
5489,3,6,51,18
5490,36,73,109,829
5491,-2,-14,-2,-8
5492,-1,-3,-4,-9
5493,-24,-47,-71,-623
5494,-20,-102,-82,-242
5495,-24,-24,-216,-48
5496,2,14,8,14
5497,14,55,153,293
5498,-11,-66,-121,-275
5499,-27,-26,-323,-539
5500,26,156,260,572
5501,20,-1,79,279
5502,6,1,103,115
5503,-14,-114,-212,-380
5504,-3,-24,-42,-9
5505,1,5,1,6
5506,-16,-15,-159,-351
5507,11,55,22,110
5508,31,186,124,248
5509,-6,-41,-89,-113
5510,-27,-30,-354,-3
5511,-12,-83,-83,-59
5512,3,11,5,29
5513,-35,-139,-279,-734
5514,19,39,191,58
5515,27,81,432,702
5516,-9,-45,-81,-18
5517,3,18,9,75
5518,-31,-154,-61,-154
5519,7,16,100,212
5520,12,70,202,142
5521,8,32,112,184
5522,-14,-85,-169,-15
5523,-8,-42,-26,-242
5524,14,42,112,350
5525,8,8,24,16
5526,2,13,1,49
5527,25,125,325,500
5528,1,7,13,22
5529,6,1,49,91
5530,-25,0,-350,-100
5531,-1,-3,-1,-7
5532,-18,-18,-126,-558
5533,-3,-5,-14,-2
5534,4,19,43,75
5535,39,117,429,390
5536,0,2,2,2
5537,17,17,221,170
5538,1,6,7,5
5539,-5,-20,-85,-15
5540,24,95,119,47
5541,-10,-31,-151,-291
5542,-6,-18,-96,-42
5543,-29,-117,-233,-1
5544,4,13,33,117
5545,11,21,21,87
5546,29,115,86,434
5547,-22,-23,-375,-463
5548,22,44,286,506
5549,14,69,69,83
5550,-7,-28,-56,-168
5551,-7,-36,-22,-162
5552,19,114,304,342
5553,16,112,144,304
5554,-22,-44,-132,-176
5555,23,140,94,94
5556,20,139,39,619
5557,11,23,100,177
5558,37,149,445,741
5559,17,18,273,290
5560,6,31,91,97
5561,25,-2,298,123
5562,2,6,36,14
5563,-2,-10,-30,-2
5564,-55,-331,-441,-1
5565,31,125,218,63
5566,-14,-114,-30,-366
5567,2,11,31,47
5568,3,0,9,9
5569,-52,-362,-934,-986
5570,12,59,203,59
5571,24,144,312,24
5572,9,65,47,119
5573,-26,-51,-467,-155
5574,5,6,46,121
5575,7,35,105,210
5576,-1,-7,-4,-27
5577,28,28,308,420
5578,-28,-27,-447,-503
5579,-16,0,-160,-16
5580,-6,-6,-96,-12
5581,6,30,18,42
5582,3,0,12,75
5583,-17,-102,-221,-289
5584,1,4,14,2
5585,-10,-70,-80,-60
5586,-10,-58,-148,-108
5587,-14,-70,-42,-308
5588,1,2,6,28
5589,-23,-115,-69,-529
5590,13,13,13,39
5591,24,191,143,479
5592,-22,-65,-65,-681
5593,-4,1,-35,-19
5594,-26,-52,-286,-702
5595,9,35,98,143
5596,-45,-225,0,-1440
5597,-10,-21,-111,-31
5598,-16,-79,-127,-63
5599,8,17,33,161
5600,13,53,131,40
5601,-14,0,-112,-308
5602,8,31,111,7
5603,-12,-48,-36,-144
5604,-26,-54,-210,-782
5605,5,15,80,115
5606,35,177,492,72
5607,40,279,439,839
5608,31,92,340,774
5609,-46,1,-137,-689
5610,-19,-134,-191,-20
5611,7,49,70,7
5612,13,13,65,312
5613,22,176,132,572
5614,-33,-32,-65,-131
5615,-31,-186,-124,-248
5616,20,139,239,419
5617,-7,-56,-42,-7
5618,27,163,271,406
5619,44,131,615,703
5620,-2,-5,-25,-31
5621,2,8,18,6
5622,-19,-76,-228,-57
5623,-2,-16,-6,-32
5624,4,13,57,69
5625,-15,-62,-2,-452
5626,28,196,196,280
5627,8,40,64,40
5628,-40,-40,-480,-560
5629,13,51,51,181
5630,-20,-158,-218,-78
5631,2,3,35,43
5632,8,31,15,247
5633,-43,-343,-730,1
5634,1,3,13,17
5635,5,9,19,64
5636,1,0,0,15
5637,23,47,93,714
5638,-10,-59,-139,-89
5639,-4,-33,-9,-85
5640,34,170,408,544
5641,-7,-44,-114,-198
5642,3,13,19,70
5643,-25,-174,-224,-549
5644,-30,-151,-361,-421
5645,10,50,20,220
5646,-4,-9,-33,-33
5647,18,109,91,307
5648,14,72,72,324
5649,-27,-106,-484,-79
5650,8,64,24,184
5651,6,24,60,72
5652,-41,-288,-493,-780
5653,8,64,24,104
5654,-20,-79,-299,-219
5655,-9,-46,-154,-118
5656,15,91,256,271
5657,30,150,270,360
5658,20,83,63,503
5659,9,9,63,252
5660,8,31,15,255
5661,0,1,1,1
5662,7,6,118,153
5663,4,7,11,103
5664,37,-1,480,665
5665,44,-3,613,1185
5666,11,66,11,110
5667,-22,-22,-220,-308
5668,-17,-67,-186,-84
5669,24,96,360,624
5670,-1,-1,-7,-23
5671,-22,-153,-43,-65
5672,-6,-8,-98,-8
5673,13,41,132,28
5674,-41,-166,-207,-125
5675,-13,-27,-66,-92
5676,0,0,0,0
5677,-30,-119,-209,-239
5678,-62,-248,-372,-992
5679,0,1,1,1
5680,-10,-21,-121,-291
5681,0,1,1,1
5682,-5,-10,-60,-80
5683,3,0,9,69
5684,-11,-46,-167,-244
5685,4,4,12,124
5686,-4,-20,0,-20
5687,20,120,140,280
5688,26,130,156,182
5689,-34,-102,-102,-578
5690,9,74,128,191
5691,0,-1,-1,-1
5692,2,3,21,41
5693,39,235,430,79
5694,6,18,78,180
5695,53,104,952,1535
5696,6,1,1,7
5697,33,266,530,266
5698,-24,-168,-48,-288
5699,-19,0,-266,-19
5700,17,0,221,544
5701,-13,-103,-116,-168
5702,21,84,231,630
5703,10,61,1,301
5704,13,0,26,156
5705,-18,-71,-305,-107
5706,-2,-13,-9,-63
5707,36,71,539,287
5708,-6,-29,-41,-35
5709,-49,-50,-491,-491
5710,8,1,65,153
5711,-10,-68,-58,-8
5712,22,154,154,308
5713,4,21,49,101
5714,10,69,39,119
5715,5,40,70,135
5716,-11,0,-66,-275
5717,6,11,23,-1
5718,12,0,0,192
5719,-19,-38,-57,-114
5720,-4,-21,-69,-21
5721,-10,-48,-18,-288
5722,-27,-109,-190,-595
5723,-30,1,-119,1
5724,12,36,192,228
5725,34,171,239,851
5726,19,94,246,588
5727,20,60,160,380
5728,7,1,43,183
5729,-6,0,0,0
5730,27,55,406,298
5731,29,231,463,782
5732,-10,0,-140,-160
5733,-7,-28,-56,-14
5734,-24,-169,-265,-505
5735,32,64,0,192
5736,-9,-61,-16,-277
5737,-4,-4,-64,-8
5738,-23,-91,-275,-160
5739,9,35,62,71
5740,30,179,89,179
5741,19,133,228,133
5742,19,20,1,419
5743,22,89,221,375
5744,9,36,27,108
5745,-5,-26,-16,-26
5746,35,69,489,769
5747,1,7,14,11
5748,-7,-14,-35,-140
5749,19,132,265,341
5750,-32,0,-192,-864
5751,19,95,342,76
5752,27,163,82,28
5753,-20,-101,-221,-361
5754,16,33,33,257
5755,-20,-121,-301,-61
5756,-3,-6,-39,-66
5757,-6,-11,-107,-137
5758,-9,-63,-144,-54
5759,-11,-76,-109,-120
5760,11,77,66,0
5761,-40,-121,-401,-1081
5762,16,-1,111,31
5763,20,20,220,280
5764,-8,-17,-121,-185
5765,-24,-193,-193,-313
5766,13,25,51,64
5767,-29,-117,-233,-610
5768,-2,-11,-15,-25
5769,15,60,60,270
5770,-2,-9,-3,-31
5771,13,13,0,65
5772,-8,-23,-103,-247
5773,-8,-16,-8,-56
5774,-24,-72,-384,-528
5775,-3,-16,-10,-70
5776,-12,-94,-142,-58
5777,-19,-132,-246,1
5778,-17,-103,-188,-375
5779,14,112,14,266
5780,-25,-49,-424,-199
5781,-1,-4,-15,-21
5782,-27,-215,-458,-242
5783,1,3,5,18
5784,22,44,198,154
5785,-22,-67,-243,-419
5786,-14,-112,-42,-14
5787,-1,-4,-11,-6
5788,-33,-97,-526,-31
5789,-14,-28,-42,-266
5790,3,13,28,10
5791,-36,-216,-432,-1152
5792,53,107,478,213
5793,-4,-6,-50,-30
5794,-28,0,-140,-616
5795,-7,-8,-99,-64
5796,9,45,99,207
5797,32,96,256,96
5798,-13,-90,-129,-116
5799,-8,-26,-122,-50
5800,37,0,259,814
5801,-62,-60,-804,-246
5802,-15,-104,-29,-89
5803,-15,-89,-14,1
5804,-47,-235,-752,-282
5805,-3,-25,-37,-82
5806,0,0,0,0
5807,56,57,337,449
5808,21,42,147,21
5809,11,22,99,11
5810,-9,-9,-54,-72
5811,4,5,29,25
5812,23,185,47,645
5813,20,59,59,619
5814,41,287,533,41
5815,3,9,21,45
5816,6,17,89,137
5817,17,87,2,223
5818,-10,-22,-122,-262
5819,-14,-85,-15,-113
5820,32,160,224,96
5821,10,41,151,251
5822,20,100,160,320
5823,-4,-16,-24,-104
5824,9,18,0,126
5825,-39,-1,-586,-664
5826,20,100,120,520
5827,12,49,61,313
5828,-1,-2,-17,-10
5829,7,7,63,98
5830,-14,-99,-141,-141
5831,-17,0,-289,-408
5832,-18,0,-54,-414
5833,-13,-26,-52,-91
5834,16,65,177,321
5835,8,63,71,151
5836,-14,-98,-168,-154
5837,4,23,47,107
5838,3,3,30,51
5839,11,1,144,243
5840,0,3,3,3
5841,-10,-1,-121,-31
5842,21,147,0,357
5843,8,64,120,192
5844,10,0,170,90
5845,-24,-24,-360,-48
5846,-18,-126,-234,-468
5847,15,105,150,315
5848,10,52,32,312
5849,27,81,0,675
5850,-1,-5,-17,-6
5851,-6,-17,-95,-149
5852,-1,-8,-10,-13
5853,-10,-9,-19,-299
5854,-14,-42,-56,-420
5855,-8,-31,-55,-127
5856,8,25,25,249
5857,21,22,106,274
5858,-30,0,-180,-660
5859,2,4,32,52
5860,43,127,256,127
5861,5,25,50,115
5862,-9,-2,-110,-209
5863,14,43,197,281
5864,1,4,2,10
5865,-39,-195,-273,-624
5866,10,68,88,218
5867,6,11,89,137
5868,13,13,91,208
5869,13,92,14,53
5870,12,23,131,299
5871,12,12,204,24
5872,-25,-123,-48,-323
5873,-5,-14,-89,-14
5874,-46,-137,-45,-183
5875,20,21,221,301
5876,-25,-124,-49,-549
5877,-29,-203,-290,-261
5878,-31,-217,-527,-465
5879,-13,-79,-144,-261
5880,-8,-31,-127,-47
5881,-4,-23,-11,-119
5882,6,36,84,108
5883,-11,-33,-77,-231
5884,6,36,24,60
5885,12,47,11,131
5886,15,1,256,436
5887,-35,-35,-210,-280
5888,-26,-78,-208,-520
5889,-3,-5,-41,-26
5890,-18,-54,-198,-378
5891,-16,-48,-160,-352
5892,-25,-48,-348,-123
5893,0,-1,-1,-1
5894,-26,-181,-363,-727
5895,-2,-16,-4,-40
5896,-58,-349,-987,-1393
5897,0,-1,-1,-1
5898,-15,0,-150,-435
5899,-8,-56,-8,-32
5900,3,12,33,36
5901,1,5,17,10
5902,32,127,191,31
5903,3,15,6,66
5904,0,0,0,0
5905,29,1,233,842
5906,-18,-35,-215,-341
5907,10,40,70,140
5908,-4,-20,-32,-92
5909,5,10,25,65
5910,21,124,334,670
5911,4,25,69,49
5912,4,8,52,112
5913,24,121,97,601
5914,-15,-105,-150,-165
5915,5,31,86,31
5916,2,11,29,41
5917,23,139,231,530
5918,-4,-7,-7,-51
5919,5,10,0,0
5920,12,25,157,337
5921,3,6,24,66
5922,1,5,11,6
5923,-7,-36,-85,-127
5924,12,72,132,132
5925,-48,-48,-816,-48
5926,-2,-1,-37,-59
5927,-13,-64,-64,-246
5928,-11,-87,-131,-10
5929,31,93,465,682
5930,15,120,45,105
5931,-45,-90,-810,-1350
5932,-22,-153,-131,-637
5933,1,2,14,13
5934,54,109,271,325
5935,-21,-106,-169,-169
5936,-45,-360,-270,-180
5937,5,36,21,141
5938,-18,-72,-216,-36
5939,13,51,12,298
5940,29,116,290,145
5941,6,35,77,89
5942,-18,-53,-71,-341
5943,-5,-34,-89,-124
5944,13,38,103,376
5945,30,150,30,690
5946,36,146,506,326
5947,9,35,116,17
5948,34,206,478,988
5949,-3,-14,-53,-23
5950,17,16,220,424
5951,-17,-86,-222,-239
5952,-4,-15,-55,-59
5953,-32,-129,-353,-417
5954,-12,-73,-25,-181
5955,18,108,72,324
5956,-7,-36,-36,-92
5957,11,45,155,177
5958,22,65,153,219
5959,-9,-1,-19,-271
5960,11,44,132,11
5961,25,100,400,300
5962,-4,-19,-7,-91
5963,-5,-34,-79,-144
5964,-10,-70,-40,-40
5965,-11,-31,-141,-163
5966,12,13,109,301
5967,11,56,133,353
5968,30,28,478,658
5969,-9,-56,-137,-110
5970,-11,-65,-109,-197
5971,-21,-65,-128,-401
5972,-31,-154,-495,-433
5973,10,58,128,208
5974,-5,-35,-65,-115
5975,10,59,79,49
5976,-5,-20,-25,-65
5977,9,-1,134,107
5978,10,2,122,302
5979,-2,-16,-8,-30
5980,-13,-12,-155,-272
5981,33,100,364,826
5982,-15,-31,-196,-106
5983,-6,-6,-102,-108
5984,-17,-31,-252,-473
5985,-4,-11,-55,-3
5986,-6,-31,-85,-7
5987,26,77,233,727
5988,-19,-93,-93,-454
5989,-13,-2,-2,-54
5990,-29,-202,-434,-434
5991,-13,-40,-144,-183
5992,26,79,339,1
5993,0,-1,-1,-1
5994,-5,-6,-31,-21
5995,-21,-42,-126,-315
5996,5,11,61,136
5997,-5,-18,-3,-138
5998,3,17,20,68
5999,25,24,149,174
6000,33,66,165,33
6001,-21,-127,-253,-337
6002,5,1,21,116
6003,15,119,44,449
6004,-3,-7,-49,-49
6005,-7,-9,-65,-93
6006,-8,-56,-128,-88
6007,18,107,215,503
6008,6,0,84,0
6009,-17,-33,-50,-356
6010,48,384,432,1344
6011,33,165,396,396
6012,8,9,89,1
6013,-35,-210,-525,-455
6014,-2,-8,-6,-18
6015,11,55,154,99
6016,-14,-83,-167,-69
6017,-27,-189,-243,-324
6018,-9,-18,-45,-198
6019,18,36,90,0
6020,2,5,25,41
6021,32,95,383,159
6022,-22,-66,-198,-308
6023,-24,-169,-289,-361
6024,-13,-76,-219,-271
6025,35,34,349,629
6026,6,41,17,11
6027,-30,-61,-271,-31
6028,-18,-17,-197,-107
6029,15,27,27,147
6030,9,71,143,242
6031,11,23,100,298
6032,18,91,55,217
6033,28,-2,138,278
6034,-33,-100,-67,-727
6035,-6,-23,-11,-23
6036,17,17,255,527
6037,-25,-74,-249,-149
6038,-35,-211,-316,-421
6039,-4,-16,-48,-4
6040,5,16,51,146
6041,7,2,93,107
6042,-27,-1,-244,-163
6043,18,90,72,90
6044,9,8,17,-1
6045,19,58,248,267
6046,-8,-39,-47,-191
6047,-21,-128,-149,-86
6048,15,29,239,44
6049,-14,-69,-83,-307
6050,11,1,155,133
6051,-4,-28,-48,-88
6052,12,95,23,371
6053,-11,-43,-186,-318
6054,28,84,280,140
6055,18,71,179,251
6056,12,95,71,359
6057,-13,-1,-118,-378
6058,-8,1,-39,-119
6059,-34,-172,-274,-648
6060,-36,-108,-504,-648
6061,7,27,27,83
6062,1,8,11,7
6063,-9,-64,-163,-10
6064,36,180,288,36
6065,29,175,146,929
6066,12,71,107,323
6067,-41,-41,0,-492
6068,-7,-23,-121,-219
6069,-8,-49,-9,-169
6070,-7,-48,-48,-62
6071,-2,-7,-15,-7
6072,-28,-29,-85,-225
6073,29,116,203,551
6074,22,176,110,330
6075,7,13,-1,55
6076,-15,-105,-15,-240
6077,8,23,-1,183
6078,-7,-34,-111,-181
6079,-28,-224,-448,-812
6080,17,84,33,322
6081,-27,-134,-53,-539
6082,-25,-26,-151,-751
6083,-37,-38,-593,-1074
6084,14,42,168,224
6085,1,5,10,27
6086,-4,-11,-71,-127
6087,-27,1,-53,-431
6088,17,67,135,169
6089,2,13,3,31
6090,22,66,330,396
6091,22,88,352,176
6092,-20,0,-280,-480
6093,-8,-41,-145,-41
6094,6,0,24,36
6095,5,16,56,116
6096,-49,-98,-686,-882
6097,-4,-1,-5,-61
6098,34,-1,-1,747
6099,-25,-125,-125,-300
6100,24,48,168,600
6101,-17,-85,-153,-340
6102,15,45,0,15
6103,-23,-137,-413,-137
6104,-26,-51,-285,-519
6105,-8,-56,-48,-240
6106,-23,-68,-298,-114
6107,-13,-39,-117,-91
6108,-7,-36,-50,-120
6109,-26,-181,-337,-259
6110,1,4,15,3
6111,18,18,54,180
6112,-29,-30,-494,-1
6113,-25,-150,-250,-700
6114,-4,-32,-12,-64
6115,27,162,189,162
6116,-18,-109,-145,-559
6117,-1,-7,-13,-20
6118,-24,-74,-26,-74
6119,8,49,137,41
6120,0,-1,-1,-1
6121,-3,-6,-18,-15
6122,52,105,781,365
6123,-20,-140,-100,-220
6124,6,5,29,149
6125,47,95,424,236
6126,45,0,405,315
6127,21,21,189,630
6128,-16,-112,-128,-160
6129,24,143,-1,575
6130,2,7,5,33
6131,23,184,391,552
6132,-18,-91,-163,-289
6133,12,72,168,312
6134,-7,-57,-8,-169
6135,-22,-44,-176,-616
6136,-28,0,-196,-448
6137,25,199,49,249
6138,26,26,26,156
6139,18,127,163,73
6140,-38,-265,-303,-949
6141,-12,-23,-11,-203
6142,10,1,91,71
6143,-6,-7,-1,-25
6144,6,25,103,157
6145,-9,-54,-108,-108
6146,30,31,241,571
6147,-35,-34,-384,-664
6148,0,-2,-2,-2
6149,25,76,76,76
6150,-39,-196,-469,-859
6151,-50,1,-849,-99
6152,-44,-264,-484,-836
6153,-40,-1,-121,-681
6154,-12,-49,-217,-169
6155,6,23,11,23
6156,-11,-86,-141,-284
6157,28,195,-1,111
6158,-25,-200,-450,-725
6159,3,2,29,-1
6160,9,1,55,10
6161,-3,-3,-9,-78
6162,8,23,87,23
6163,-7,-42,0,-182
6164,10,50,50,20
6165,16,64,80,384
6166,30,179,209,119
6167,-13,-65,-143,-104
6168,20,100,40,540
6169,20,121,241,161
6170,3,0,24,60
6171,-7,-21,-21,-7
6172,9,8,134,17
6173,18,35,-1,89
6174,36,144,432,1116
6175,4,7,47,31
6176,-1,0,-4,-28
6177,-17,-118,-16,-407
6178,-14,-55,-83,-251
6179,12,48,204,36
6180,-28,-58,-422,-254
6181,-17,-102,0,-204
6182,-10,-81,-161,-151
6183,-27,-189,-243,-378
6184,1,9,5,7
6185,-2,-14,-22,-22
6186,-30,-180,-270,-300
6187,24,145,313,721
6188,-32,1,-127,-607
6189,-25,-198,-323,-773
6190,2,10,4,52
6191,7,34,69,41
6192,-28,-111,-363,-55
6193,-24,-50,-338,-50
6194,-27,-108,-135,-567
6195,8,16,88,232
6196,-6,-18,-24,-84
6197,-30,-179,-119,-359
6198,-10,-31,-161,-71
6199,-7,-14,-98,-112
6200,12,0,180,252
6201,-4,-11,-27,-103
6202,21,169,295,106
6203,19,151,189,227
6204,2,7,11,5
6205,-6,-37,-25,-157
6206,-12,-1,-85,-73
6207,23,93,139,277
6208,15,31,46,436
6209,16,48,176,240
6210,2,9,3,37
6211,-33,-233,-530,-596
6212,-4,-35,-71,-63
6213,29,173,28,-1
6214,-19,-95,-171,-361
6215,9,54,36,63
6216,4,31,55,55
6217,31,32,497,373
6218,-9,-46,-91,-190
6219,20,162,162,142
6220,-36,-251,-35,-251
6221,4,17,37,13
6222,41,40,204,450
6223,-28,-29,-113,-477
6224,-1,-5,-8,-4
6225,6,26,50,32
6226,-17,-86,-1,-222
6227,-16,-96,-256,-320
6228,-1,-2,-12,-3
6229,2,0,36,20
6230,5,-1,69,69
6231,6,30,90,156
6232,-2,0,-18,-58
6233,3,5,2,5
6234,5,35,85,45
6235,10,60,100,270
6236,-24,-72,-312,-432
6237,28,30,338,58
6238,-25,-123,-148,-673
6239,-5,-33,-3,-113
6240,-10,-30,-20,-300
6241,-31,-31,-62,-589
6242,13,54,158,67
6243,-29,-171,-403,-664
6244,5,6,1,131
6245,-4,-19,-27,-67
6246,-27,-215,-134,-593
6247,19,132,284,341
6248,16,80,160,272
6249,-13,-52,-26,-247
6250,33,198,198,33
6251,-23,-47,-346,-576
6252,-38,-75,-645,-189
6253,-33,-231,-33,-429
6254,9,19,28,82
6255,-2,-7,-7,-41
6256,-7,1,-6,-153
6257,5,1,81,51
6258,22,45,155,661
6259,35,211,1,316
6260,12,1,37,25
6261,16,15,239,15
6262,29,145,464,638
6263,-16,-31,-159,-111
6264,-9,-27,-54,-117
6265,-4,-28,0,-68
6266,28,83,279,503
6267,17,70,274,257
6268,-9,1,-53,-35
6269,-1,-7,-2,0
6270,28,168,476,448
6271,-6,-29,-65,-77
6272,1,2,2,15
6273,-51,-103,-103,-460
6274,-27,-110,-218,-29
6275,32,226,34,866
6276,21,147,168,588
6277,12,13,85,241
6278,33,32,527,197
6279,-6,-36,-24,-120
6280,22,44,396,22
6281,2,13,1,35
6282,26,129,441,155
6283,14,41,41,83
6284,-4,-18,-62,-94
6285,26,128,102,752
6286,1,-1,1,10
6287,23,184,322,161
6288,4,-1,51,51
6289,17,84,288,356
6290,-55,-55,-660,0
6291,-27,-28,-109,-676
6292,-45,-224,-134,-89
6293,-10,-31,-81,-31
6294,-7,-56,-77,-98
6295,7,13,62,6
6296,31,30,185,774
6297,29,2,89,408
6298,1,5,11,26
6299,18,91,145,325
6300,-10,-71,-61,-21
6301,-17,-67,-135,-305
6302,-9,-26,-26,-89
6303,11,1,89,155
6304,43,45,303,948
6305,10,42,172,122
6306,-8,-57,-41,-161
6307,-1,-7,-1,-29
6308,6,36,36,162
6309,13,91,13,312
6310,-2,-3,-23,-7
6311,34,136,340,646
6312,15,15,270,435
6313,8,42,66,18
6314,-5,-11,-26,-76
6315,-17,-51,-221,-17
6316,-3,-9,-21,-81
6317,2,12,28,62
6318,24,47,263,263
6319,-20,-101,-81,-321
6320,11,42,86,251
6321,-1,0,-13,-7
6322,24,47,407,383
6323,-14,-99,-141,-85
6324,-34,-239,-273,-341
6325,18,125,17,395
6326,11,43,153,10
6327,-3,-3,-27,-45
6328,16,127,127,383
6329,-3,-16,-16,-13
6330,13,63,232,297
6331,-24,-24,-48,-144
6332,-50,-150,-400,-1000
6333,15,14,14,74
6334,-8,1,-15,-55
6335,8,56,16,248
6336,0,-1,-1,-1
6337,1,0,0,23
6338,21,2,275,128
6339,-6,-24,-54,-102
6340,-21,-105,-357,-147
6341,14,99,71,29
6342,-28,-113,-197,-869
6343,-28,-85,-141,-169
6344,-15,-105,-60,-375
6345,21,84,63,168
6346,18,35,305,-1
6347,-16,-96,-144,0
6348,-1,1,-8,-6
6349,16,32,160,336
6350,-45,-179,-314,-674
6351,-15,-59,-59,-449
6352,-31,-216,-495,-495
6353,-4,-23,-63,-107
6354,31,94,218,838
6355,-23,-92,-23,-207
6356,6,37,67,31
6357,-25,-200,-75,-775
6358,19,98,212,3
6359,-5,-5,-35,-105
6360,-6,-43,-97,-13
6361,7,8,71,183
6362,-20,-142,-222,-122
6363,9,28,37,172
6364,-3,-6,-42,-93
6365,28,197,309,85
6366,-38,0,-342,-76
6367,-22,-152,-108,-504
6368,15,105,255,300
6369,19,152,114,57
6370,-15,-15,-60,-240
6371,-10,-62,-52,-182
6372,0,-1,-1,-1
6373,-36,-288,-180,-720
6374,31,186,434,0
6375,-13,-12,-77,-207
6376,14,15,29,85
6377,11,78,166,232
6378,9,-1,53,287
6379,-1,-2,-17,-27
6380,5,31,51,126
6381,0,0,0,0
6382,-10,-60,-100,-90
6383,21,149,380,611
6384,19,133,19,342
6385,31,249,373,311
6386,5,15,40,15
6387,0,0,0,0
6388,-29,-1,-291,-291
6389,0,-1,-1,-1
6390,-24,-192,-264,-480
6391,11,32,32,241
6392,-9,-12,-165,-273
6393,28,83,-1,139
6394,39,117,351,741
6395,7,27,6,209
6396,0,1,1,1
6397,0,-1,-1,-1
6398,22,20,152,218
6399,33,34,331,397
6400,-4,-24,0,-52
6401,-11,-44,-121,-352
6402,27,81,189,162
6403,6,6,96,30
6404,2,12,30,58
6405,3,14,32,74
6406,-30,-210,-210,-360
6407,-7,-42,-112,-217
6408,-47,-236,-424,-1364
6409,-27,-162,-405,-648
6410,16,32,32,368
6411,-7,-41,-97,-20
6412,13,14,27,170
6413,13,78,65,299
6414,2,3,13,27
6415,-17,-67,-220,-339
6416,-12,-34,-22,-70
6417,0,0,0,0
6418,-9,2,2,-97
6419,-19,-115,-39,-571
6420,-7,-50,-22,-155
6421,2,9,3,49
6422,17,102,85,340
6423,9,18,27,81
6424,28,113,309,253
6425,26,26,468,520
6426,-10,-50,-150,-50
6427,24,169,49,745
6428,-39,-80,-236,-119
6429,-21,0,-126,-609
6430,14,13,55,111
6431,15,121,136,346
6432,9,27,18,216
6433,15,76,91,451
6434,28,111,83,55
6435,21,21,168,84
6436,-39,-116,-662,-155
6437,-12,-38,-62,-146
6438,27,134,431,242
6439,0,0,0,0
6440,-13,-26,-221,-299
6441,-6,-6,-66,-144
6442,12,37,73,301
6443,-32,-33,-225,-801
6444,-15,-16,-76,-166
6445,-24,1,-359,-527
6446,13,91,156,234
6447,24,49,1,673
6448,5,7,67,72
6449,-4,-28,-56,-16
6450,30,150,300,660
6451,4,3,59,99
6452,2,16,12,18
6453,-8,-31,-47,-15
6454,-4,-27,-23,-31
6455,-25,-125,-425,-725
6456,-19,-94,-18,-246
6457,40,162,402,282
6458,-19,-37,-246,-189
6459,12,37,157,133
6460,4,8,68,112
6461,-10,-50,-70,-100
6462,0,-1,-1,-1
6463,15,76,91,271
6464,-12,-73,-37,-229
6465,50,250,700,1150
6466,8,15,7,63
6467,28,54,446,866
6468,-19,-56,-208,-132
6469,16,96,48,128
6470,-4,-1,-41,-9
6471,23,22,298,712
6472,33,263,494,989
6473,13,91,117,273
6474,-11,-12,-166,-254
6475,23,0,322,713
6476,-6,-10,-94,-16
6477,7,21,49,161
6478,-5,-15,-5,-5
6479,1,5,12,30
6480,-2,-8,-30,-48
6481,9,0,117,252
6482,-14,-97,-27,-13
6483,20,59,239,219
6484,11,89,111,89
6485,3,16,22,58
6486,-23,-46,-115,-667
6487,-19,-114,-152,-323
6488,20,78,38,278
6489,36,217,1,901
6490,20,80,260,80
6491,-21,-167,1,-209
6492,36,216,360,936
6493,-23,-161,-161,-552
6494,-27,-81,-81,-621
6495,5,22,32,132
6496,7,43,106,85
6497,28,140,280,784
6498,-13,-77,-12,-402
6499,1,4,3,24
6500,1,5,6,13
6501,15,60,165,435
6502,16,47,143,255
6503,14,86,30,44
6504,-20,-102,-182,-362
6505,8,-1,31,135
6506,-5,-7,-32,-107
6507,1,1,17,21
6508,24,143,335,47
6509,13,13,52,273
6510,-10,-71,-151,-201
6511,-21,-146,-230,-545
6512,-17,-101,-135,-33
6513,-12,-12,-156,-252
6514,6,36,30,180
6515,-17,-116,-235,-65
6516,13,91,104,52
6517,3,16,37,28
6518,-1,-2,-16,-30
6519,-3,-11,-14,-8
6520,16,112,176,224
6521,-27,-28,-298,-217
6522,-19,-18,-75,-360
6523,18,108,162,144
6524,-41,-121,-654,-736
6525,-50,-51,-551,-1351
6526,13,26,117,182
6527,-12,-84,-84,-228
6528,24,97,217,697
6529,-6,-24,-84,-6
6530,25,51,351,451
6531,-15,-15,-195,-45
6532,-2,-9,-5,-45
6533,-8,-47,-143,-159
6534,10,39,119,149
6535,-17,-118,1,-492
6536,-6,-36,-12,-54
6537,-8,-48,-136,-232
6538,-17,-68,-238,-391
6539,-2,-5,-17,-5
6540,4,28,44,76
6541,-26,-183,-157,-443
6542,-1,-2,-19,-11
6543,12,86,206,278
6544,-17,-17,-204,-221
6545,29,116,377,290
6546,-5,-4,-44,-124
6547,17,84,-1,424
6548,-4,2,-54,-34
6549,1,1,7,22
6550,-6,-31,-7,-73
6551,2,10,16,14
6552,7,41,55,223
6553,28,167,195,671
6554,-8,-48,-40,-16
6555,-33,-34,-298,-760
6556,43,127,729,41
6557,43,300,558,773
6558,35,0,70,1050
6559,-19,-39,-229,-286
6560,-40,-40,-80,-200
6561,-35,-71,-351,-876
6562,-13,-39,-13,-26
6563,19,114,76,76
6564,20,80,40,500
6565,25,124,174,624
6566,36,216,288,108
6567,16,0,192,192
6568,31,63,280,466
6569,19,38,57,399
